x,y,z,yaw
48828.707179910096,13144.697705974553,60.538516462150945,0
48829.29511745849,13152.74007957359,60.406004634501095,0
48829.78467884313,13160.154932258118,60.285298311681416,0
48830.18328282265,13166.994605592792,60.17086749560984,0
48830.56098224305,13173.064567679101,60.08305504703749,0
48830.947944837455,13178.233550937552,59.9977057138051,0
48831.44906445878,13182.55513879271,59.927898514663106,0
48832.160228224726,13186.110246368975,59.854586472720456,0
48833.03334119888,13188.974751236412,59.778055673996285,0
48833.939279273865,13191.2153235221,59.72277394005814,0
48834.9242718693,13193.136841702333,59.66961335862273,0
48835.98489137633,13194.978807294721,59.625243410034614,0
48837.192301298484,13196.673529986538,59.59636016386204,0
48838.893420109714,13198.682480912712,59.55088657823232,0
48841.351533162015,13200.88513448984,59.500063208022304,0
48844.578560564645,13203.113920043097,59.49019442866499,0
48848.392202337185,13205.24755287458,59.547070324510116,0
48852.7113893737,13207.24785194595,59.589065968195584,0
48857.370234020134,13208.918853679275,59.59452016808854,0
48862.319351667895,13210.099156770526,59.55530856196394,0
48867.48204503437,13210.63299194399,59.517415106519756,0
48872.79523919026,13210.31766656473,59.52826667506181,0
48878.11662663308,13208.98072514076,59.550964169421896,0
48883.25445288583,13206.691215788422,59.597314468573565,0
48888.074352746495,13203.688707792555,59.62032513591333,0
48892.68446446517,13200.280634558947,59.61437985310689,0
48897.30438648601,13196.538967576906,59.59175321368793,0
48902.075810761125,13192.471699996864,59.59150358829681,0
48906.98183411396,13188.188466431762,59.62976624804092,0
48912.127881915185,13183.753931075911,59.68487498553759,0
48917.67623443706,13179.246249935826,59.73718030940341,0
48923.105304463505,13175.065817114126,59.829223095404494,0
48929.989033314574,13170.06711513267,59.90118000902778,0
48936.65970955726,13165.395679652162,59.96587031510234,0
48943.65111475942,13160.565473903252,60.02401355626912,0
48950.81966106389,13155.696624630289,60.091270458218816,0
48958.1313038327,13150.74222479237,60.17148705472339,0
48965.724001777606,13145.735621763202,60.23249173645178,0
48973.49568221782,13140.912278272845,60.29158327209089,0
48981.475134539935,13136.385106207988,60.35965219754169,0
48989.794838859394,13132.062008142828,60.42671723903173,0
48998.25290366265,13127.924660350891,60.50765570360652,0
49006.79483241881,13123.825469961343,60.5802947301596,0
49015.40525185462,13119.835876258076,60.65254228528851,0
49024.12920295349,13115.90547931517,60.73267058628548,0
49032.84851441769,13112.080764351744,60.81783934501958,0
49041.05414138538,13108.560497892046,60.91606419806772,0
49050.013162634925,13104.75710525326,61.01943234243505,0
49058.89679172499,13100.975062655565,61.092228061673566,0
49067.97218853126,13097.134859691108,61.17748360183892,0
49077.13016596366,13093.309665754083,61.268380578743376,0
49086.380625317135,13089.451589349,61.35794169354303,0
49095.656230281806,13085.595241120385,61.44801114792214,0
49105.00392927602,13081.678225275857,61.54246965324587,0
49114.21943739772,13077.820431980661,61.635706073422085,0
49123.5033352488,13073.93635693854,61.72056021760104,0
49132.79468087514,13070.069356792907,61.79720689653018,0
49142.071824361876,13066.182560420828,61.88549037060226,0
49151.29905858699,13062.321651942895,61.978473676686384,0
49160.53352653474,13058.471880063851,62.065081517324025,0
49169.08375750153,13054.8904551438,62.137539492494504,0
49178.3492424273,13051.017318117361,62.212887049297606,0
49187.611965603275,13047.17220378345,62.305518704612304,0
49196.142748639395,13043.649170703586,62.38996233551044,0
49205.39981343577,13039.848699404016,62.48629574662879,0
49214.72814081582,13036.029370002288,62.585736109562994,0
49223.95509920586,13032.194636384436,62.66408406242203,0
49232.462877659236,13028.651020130304,62.736991973608454,0
49241.687289807014,13024.79018829442,62.82368111804446,0
49250.91799712959,13020.916020198623,62.908240840139435,0
49260.188524408346,13017.031504797227,62.99462358726277,0
49269.34699259402,13013.156423208677,63.08012085871434,0
49278.550890296116,13009.18053749322,63.16928779002415,0
49286.976897000546,13005.445484447091,63.25462860654758,0
49296.1101457858,13001.28801923844,63.32950723422954,0
49305.05225896028,12997.095228459008,63.40454712363777,0
49313.82266017566,12992.84042150289,63.48337307961203,0
49321.77007732221,12988.916650323246,63.578394714071145,0
49330.19373267072,12984.68553125169,63.6987648528894,0
49338.3096806358,12980.565974418818,63.783094711950845,0
49345.63895090123,12976.815323133887,63.866050113718394,0
49353.37660220759,12972.816320836346,63.9236755000089,0
49360.87197293144,12968.896116775377,63.97825872338927,0
49367.471363910416,12965.43919179238,64.02999640864545,0
49374.30646452499,12961.8526305759,64.09790769722616,0
49380.878475960155,12958.403428985117,64.14945359275657,0
49386.63964586805,12955.36983612022,64.22381087600245,0
49392.48224898613,12952.28109129331,64.29641787196667,0
49397.76375883049,12949.343196700791,64.36377607262258,0
49402.09648508072,12946.629560576543,64.4301606669704,0
49406.34238600372,12943.521721939846,64.4957051057978,0
49410.06600302889,12940.065302263942,64.56662866101658,0
49413.183152490456,12936.26546236969,64.64831698461695,0
49415.57476154627,12932.478364463692,64.75265655520965,0
49417.95747141018,12928.155990517336,64.89191081561225,0
49420.51680183851,12924.010655048038,65.00861785428938,0
49423.617493401405,12920.322489704382,65.11255743521076,0
49427.01780839403,12917.484980707066,65.16687170376427,0
49431.298192398724,12915.282913232355,65.16135468774532,0
49435.93397447419,12914.189937683303,65.1417072536136,0
49440.63275197658,12914.217936492072,65.12472335223558,0
49444.785366426564,12915.29961702147,65.13090714004078,0
49448.81050868444,12917.476376975523,65.13610981192383,0
49452.117068323954,12920.469246514791,65.1502740283238,0
49454.67937765383,12923.944320869328,65.16073804311591,0
49456.306167331335,12927.51770017586,65.11480162421834,0
49457.34159956455,12931.371578136203,65.03848688085058,0
49457.81291162988,12935.024316735762,64.95925372101303,0
49457.90959613687,12938.380092768364,64.89903238862954,0
49457.79034609115,12941.468739162397,64.86491520446167,0
49457.66846873055,12944.148010648365,64.8339076763451,0
49457.55106973415,12946.790920074389,64.80636744511352,0
49457.53209294893,12949.142125125723,64.79263380332777,0
49457.648786182996,12951.322560556338,64.77368855283801,0
49457.952657492075,12953.449163878617,64.77535289545138,0
49458.43021502582,12955.321537813637,64.79233232475963,0
49459.13655012518,12957.22973816636,64.79853575011678,0
49460.09640737638,12959.186639571333,64.82871736450544,0
49461.35337578793,12961.134981309724,64.87050900358388,0
49463.16521069182,12963.242185182125,64.91043309089807,0
49465.45377781587,12965.160872472003,64.93100872575955,0
49468.26624742709,12966.738104605474,64.97863761595302,0
49471.42788760669,12967.763158176325,65.01088632237563,0
49475.55608176893,12968.148745187862,65.01537411084585,0
49480.1307885517,12967.979675733171,65.00332637321435,0
49484.78972539552,12967.40722448209,65.00883976887059,0
49490.05697252843,12966.559541872786,65.01933243863697,0
49495.70452967161,12965.225842211617,65.0094871934583,0
49501.82303531578,12963.538134312586,64.98988830199454,0
49508.24391807778,12961.740573248024,64.9718562556195,0
49515.051831630844,12960.003080834756,64.92675420512266,0
49522.19739719505,12958.517153554623,64.79401742906805,0
49529.68178917727,12957.401837811143,64.62620138520369,0
49536.86457523339,12956.794172686525,64.48605404875237,0
49544.89945299601,12956.651678959714,64.36608242086038,0
49552.49350332258,12957.041077504357,64.35949784097943,0
49560.78412683226,12958.059715123416,64.3601537455417,0
49569.16252937271,12959.741319526487,64.33571449506348,0
49577.66889647478,12961.979103062362,64.31212832508375,0
49585.64194058151,12964.394149653,64.26377765911512,0
49594.34329984566,12967.197875072832,64.2068209411233,0
49603.295625728984,12970.109854085742,64.18865552204939,0
49611.71676478456,12972.809096945704,64.14075652759004,0
49620.82759189914,12975.78078971466,64.10537505971708,0
49629.93859825354,12978.951721346668,64.10667218199276,0
49639.14454936508,12982.019018901306,64.02755669841952,0
49647.68557627573,12984.9615187747,63.93944145585251,0
49656.98796377879,12988.238079637867,63.892680069186405,0
49666.38120622236,12991.577705205365,63.84155059374845,0
49675.12272745013,12994.701707886925,63.78582167780136,0
49684.6672571368,12998.1514676376,63.67026816796985,0
49694.30738226127,13001.623741518684,63.55073155358282,0
49703.93622577344,13005.096327783498,63.43917108937831,0
49713.616824320256,13008.617635500748,63.3875473381915,0
49722.50441170169,13011.88517433172,63.308854405125324,0
49732.10248662274,13015.447868147063,63.24290980903123,0
49741.7256098576,13019.045823717232,63.20843388546693,0
49751.21139301296,13022.530430236398,63.17764454270254,0
49759.778988034275,13025.666651286278,63.16257983000007,0
49769.003745935035,13029.029776029161,63.10456240858466,0
49778.19948684873,13032.334158844595,63.08382481028478,0
49787.36324574493,13035.593036482414,63.04299861249411,0
49796.61513894231,13038.87099835678,62.988003016462095,0
49805.09058102907,13041.938199289363,62.98409907143076,0
49814.27854983335,13045.259169082638,62.98406487792586,0
49823.41517247912,13048.564443346057,62.989085268529166,0
49832.61379718793,13051.887492613652,62.95597463485841,0
49841.81458310762,13055.294562809617,62.94148980360989,0
49851.037940240356,13058.623832813117,62.93378419261995,0
49860.29994482744,13062.006164866041,62.93122981472438,0
49868.845891495475,13065.161445161099,62.96827654921502,0
49878.119298906524,13068.583825819273,62.978583231057996,0
49887.4323615174,13071.998013816412,62.97240210010881,0
49896.77638227761,13075.353925642585,62.984792150069836,0
49906.1707458139,13078.609271560566,62.989088793876654,0
49914.90267251354,13081.478708201888,63.0323003797181,0
49924.40672947344,13084.487063072864,63.06049181084818,0
49933.98914900815,13087.399671539706,63.099584588749,0
49943.601896218184,13090.160959056395,63.14039531438555,0
49953.26095079391,13092.720728930217,63.12772493564666,0
49962.33600649709,13095.005289237068,63.11647200668035,0
49972.0977287164,13097.128018137108,63.12628881357964,0
49981.98340796143,13099.33552604958,63.124182042120104,0
49991.813465707135,13101.452406960772,63.14647522829636,0
50001.69136651093,13103.54562737523,63.1903721901042,0
50011.496077023316,13105.689904660994,63.21296005844159,0
50020.525994187235,13107.713062414658,63.228140778415806,0
50030.49668398153,13109.582250823627,63.259881086950685,0
50040.353723391505,13111.709348416069,63.27376475119022,0
50050.15620020634,13113.872556161561,63.30828126623003,0
50059.95704825535,13116.040143298682,63.32602092122992,0
50069.69341794398,13118.240745016927,63.35379010160374,0
50078.82177508001,13120.209860606366,63.39096242844839,0
50088.64524629276,13122.357118818445,63.40315024415662,0
50098.51790257003,13124.49544259411,63.41582206668997,0
50107.96064289131,13126.579025473611,63.448125400350435,0
50117.344832559895,13128.69631023211,63.459702204347366,0
50126.945927406356,13130.928002294117,63.48763295628172,0
50135.844540736034,13132.882174989525,63.548613519245315,0
50145.50661184291,13135.017744838855,63.59020437012462,0
50155.1013394804,13137.047064019403,63.593468223558254,0
50164.584308630474,13139.049293230177,63.63473285253218,0
50174.0272570819,13140.97826211066,63.688519357134666,0
50182.80928815406,13142.82780119655,63.764539138577966,0
50192.24082035308,13144.646328433006,63.838079812646114,0
50201.65699538907,13146.361126057749,63.884796886164374,0
50211.07373936235,13147.977341409238,63.92089296695438,0
50219.718336681064,13149.490234802344,63.97649622491437,0
50229.101457109624,13151.157855300786,64.00982620601206,0
50238.45980681899,13152.892910228797,64.07440447004458,0
50247.82211051771,13154.717333596644,64.09938222903685,0
50257.199317723476,13156.643724141888,64.1572800664574,0
50266.51973655863,13158.655636357613,64.2211840936934,0
50275.15460025348,13160.626188989167,64.27147273881069,0
50284.462824833296,13162.81896465055,64.32504410768105,0
50293.75847545982,13165.079137069055,64.39067903539392,0
50303.01375528628,13167.420351081857,64.47862616797853,0
50312.25155707084,13169.82285702772,64.60012239625452,0
50321.45241885848,13172.26714968996,64.68281039035347,0
50330.64352860356,13174.756429213328,64.80969804830946,0
50339.78864209266,13177.262932116813,64.92148654054571,0
50348.21886577599,13179.628626758467,64.98978452046806,0
50357.32180552491,13182.234587208965,65.0324223232497,0
50366.37061642152,13184.93320610659,65.09797535382364,0
50375.33381392791,13187.72641189108,65.22570181609875,0
50383.57238882677,13190.382337365923,65.28879271059947,0
50392.44493415718,13193.345185978429,65.43021898219492,0
50401.233737150236,13196.472867028908,65.56549318949439,0
50409.94485598554,13199.852855690924,65.68394263615133,0
50417.8874929834,13203.208761305013,65.79353842481119,0
50427.025934250625,13207.371290730312,65.87800517989027,0
50434.75188461221,13211.17488590696,65.94905324986946,0
50443.0922365177,13215.4110203304,66.00834307667374,0
50451.3506711582,13219.779990694911,66.051044264577,0
50459.6531654252,13224.205426633913,66.03337238409632,0
50467.96337153031,13228.66192528351,65.99846551977596,0
50475.54110702003,13232.778742792021,66.0045821266411,0
50483.87620322946,13237.366959544013,65.98781814570351,0
50492.132533532254,13241.964321688323,65.9982045883564,0
50500.385111323376,13246.599116862797,65.98417962644068,0
50508.031564527904,13250.887330933283,65.99062923915861,0
50516.30313121042,13255.514609572141,66.02653782354608,0
50524.53827954158,13260.124932413462,66.02044570900124,0
50532.835113683395,13264.805613140521,66.00473178989355,0
50541.07148022213,13269.454802668617,65.99232869464434,0
50548.64851800751,13273.734764865932,65.98738210824455,0
50556.88072024187,13278.326660347491,65.98236987489081,0
50565.22089487634,13282.760069009335,65.99999232101989,0
50573.526482189896,13287.062065691904,66.02503038955855,0
50581.30117825127,13290.762121281787,66.04519079513403,0
50589.83591007943,13294.389620062748,66.0909218665554,0
50598.4320218555,13297.73714240243,66.11427670362143,0
50607.25391935924,13300.82642785919,66.13664191353902,0
50616.13090135099,13303.996492008517,66.21664641032663,0
50624.89419483015,13306.927332912319,66.24791954287389,0
50632.86915637395,13309.582024346462,66.29109676952837,0
50641.4202917057,13312.72545118565,66.30549954751935,0
50649.876341803974,13316.196037808739,66.37957899071304,0
50658.21850915897,13320.037097171358,66.44595438867708,0
50666.494404971476,13324.215384423633,66.52846484601054,0
50674.72443640754,13328.569167470147,66.6220975077149,0
50682.26915546297,13332.700299822145,66.72076664953515,0
50690.34360510547,13337.225117004622,66.84477710231933,0
50698.39648548802,13341.784236892468,66.98527546378156,0
50706.47644975341,13346.30607951681,67.10290635293806,0
50713.97318845561,13350.468494814806,67.21340359433165,0
50722.061170869354,13354.999197609803,67.37635214951895,0
50730.19315428092,13359.543691930221,67.49518813929926,0
50738.32593762225,13364.139649554618,67.5957339307677,0
50746.5122841973,13368.690345668054,67.72256022407169,0
50754.73081497448,13373.257716595186,67.86855062129585,0
50762.301131918706,13377.414385044827,68.03813045816841,0
50770.472508589584,13381.918555173232,68.16584334272073,0
50778.63283684439,13386.439703116932,68.32760219714193,0
50786.74074779788,13390.973692190493,68.49566406520236,0
50794.83098628087,13395.565290804205,68.69373791389982,0
50802.25316776846,13399.762296127687,68.88986690245278,0
50810.4109756141,13404.403460184207,69.14896051535166,0
50818.53516974449,13408.993173441817,69.35226485451506,0
50826.69123163595,13413.554957581138,69.57485424840317,0
50834.83964577553,13418.038524800379,69.82213200655498,0
50842.98887441743,13422.46744846405,70.09039955269738,0
50850.510448178466,13426.580218919562,70.32582958587936,0
50858.63345578039,13431.00651463341,70.57947191023558,0
50866.76173461685,13435.42469284997,70.83666841954698,0
50876.737571541256,13440.8853716732,71.17565177767759,0
50885.46183585337,13445.646966462491,71.50419406609616,0
50893.530595612756,13450.089196272858,71.81923110676203,0
50901.62224144118,13454.480105340306,72.10907878427852,0
50909.66813249217,13458.963025108658,72.3729890912269,0
50917.62849066098,13463.479588031878,72.73217235045502,0
50925.51858414747,13467.90636019827,73.04868692328328,0
50933.40523274131,13472.209398257484,73.36264309343007,0
50941.273946311536,13476.65602746795,73.63590109355816,0
50949.15568966666,13481.13855797936,73.92152157098873,0
50957.12043687739,13485.53898004222,74.18050418394145,0
50964.50133548467,13489.55474536276,74.40252006013245,0
50972.61452403884,13494.064566470945,74.61849511518108,0
50980.69014298129,13498.526346196966,74.82877561033831,0
50988.69053181143,13502.943477434348,75.01530391814279,0
50996.84092225836,13507.435589252744,75.2009527976062,0
51004.37881771588,13511.469620512164,75.36941146615143,0
51012.65933639939,13515.786546944375,75.57382110606186,0
51021.031349504505,13520.052274636319,75.74007391668596,0
51029.438332626734,13524.271056343141,75.90449046927482,0
51037.78160206958,13528.477436678371,76.03442420714558,0
51045.407803916554,13532.334976080421,76.15524701121085,0
51054.239030066434,13536.817423788829,76.28390182144842,0
51062.50904321322,13540.949528450192,76.4339815318645,0
51070.125355335236,13544.745845126052,76.55822521018302,0
51078.30362571857,13548.819043877309,76.6819583799734,0
51086.423827306295,13552.822549752436,76.80639446952136,0
51093.89460776968,13556.443260759757,76.90724556196979,0
51102.05719946119,13560.26452315677,77.01117167752264,0
51110.21092760317,13563.998440769277,77.09257511583527,0
51118.32523917928,13567.726088307223,77.15167794845773,0
51126.48832037781,13571.495835706752,77.19420885804269,0
51134.01828804278,13574.984052734932,77.2446505262774,0
51142.154560277355,13578.78713757825,77.29226659214925,0
51150.27692260048,13582.591613601528,77.33120839021458,0
51158.395512432806,13586.408342204177,77.38138441755817,0
51165.88391507038,13589.920468846753,77.45808301467288,0
51174.0224645171,13593.742808132774,77.47697801346533,0
51182.1496403084,13597.558287719972,77.54368824118629,0
51190.249313412816,13601.37489826232,77.59388437722014,0
51198.35380931514,13605.254811877523,77.67473568533578,0
51205.85935936479,13608.962884719203,77.77462891942912,0
51213.84489166616,13613.079176960977,77.8791116047424,0
51221.89056578717,13617.327860618681,77.97271525583741,0
51229.82165380883,13621.660135601716,78.07026970728002,0
51237.579935784364,13626.241240251138,78.16085783496293,0
51244.55599260488,13630.802292196884,78.22911181417632,0
51251.948126175776,13636.100748041321,78.26980766041264,0
51259.116801837685,13641.735970042353,78.33691661664423,0
51266.15802656414,13647.525974188111,78.4342559847722,0
51272.457479791316,13652.942907365132,78.5126693482917,0
51279.27663914693,13658.933049415205,78.54325555810877,0
51286.04033903314,13664.863503269577,78.63892341843675,0
51292.320509233235,13670.20682558457,78.71383571766373,0
51299.19061228154,13675.735295744566,78.85754613021186,0
51306.23227522217,13680.825899084566,79.01207956488952,0
51313.347813937304,13685.604791915983,79.12949432275238,0
51320.60436048805,13690.204344093621,79.25377366677124,0
51327.789652912055,13694.805057164032,79.44057830793501,0
51334.95187933932,13699.380407209093,79.56985156386156,0
51342.240340022574,13704.000571486415,79.66187712662733,0
51348.948414528364,13708.185149250266,79.74415771318645,0
51356.24943880326,13712.724412046351,79.81893934506655,0
51363.66050334247,13717.487305606714,79.88179057970365,0
51370.78842895334,13722.401141496519,79.9474020731802,0
51377.820081982594,13727.723690493427,79.99404367226428,0
51384.08758483726,13732.929110423549,79.98889142056069,0
51390.66064187866,13738.82416046449,80.01024726819465,0
51397.18498652006,13744.960051726592,80.06770941239188,0
51403.62434910686,13751.28402118663,80.15060374949655,0
51409.860128465756,13757.69494331966,80.24829371545479,0
51415.45335298224,13763.82814937513,80.34318038833267,0
51421.34257172535,13770.582382548091,80.44286506418275,0
51427.10019282969,13777.355723718738,80.53135623032627,0
51432.8416709238,13784.238786637403,80.65055732946074,0
51438.16370539254,13790.566812570447,80.71640967252426,0
51443.896507717276,13797.44853652195,80.80037564324913,0
51449.56351642225,13804.333550311225,80.84304910979093,0
51454.766007720435,13810.713765924891,80.87996409663067,0
51460.29508198077,13817.506646637901,80.93603640915762,0
51465.88860475406,13824.45646320422,81.0245790325234,0
51471.417247062454,13831.37817112547,81.08847880547806,0
51476.99555701076,13838.434686875045,81.16061731034716,0
51482.07051978418,13844.859541721511,81.18126772640099,0
51487.55259138924,13851.833897248387,81.22426325869786,0
51493.080921545836,13858.778508311705,81.25580140465355,0
51498.7846790054,13865.637973411112,81.20924498326781,0
51504.68563073305,13872.236704274916,81.19797780053341,0
51510.550683609516,13878.2050707226,81.14441091121437,0
51517.1494906336,13884.336103290476,81.07967182030926,0
51523.95774285726,13890.253964656536,81.00633834737937,0
51531.09291971561,13895.920878677822,80.9799145393354,0
51537.824199923714,13900.982132856478,80.94199879897447,0
51545.24218437795,13906.405668904828,80.88775446999223,0
51552.76514700603,13911.84039829562,80.84271032734615,0
51560.32154914437,13917.297248983825,80.82041461295086,0
51567.9246270704,13922.738562074921,80.78350455142957,0
51575.00818702483,13927.77181015011,80.79496499893243,0
51582.65556244698,13933.209650350884,80.79431176798946,0
51590.37435422862,13938.655242322695,80.79184847598346,0
51598.102154835346,13944.117362725203,80.76853033584659,0
51605.852897658326,13949.608157303226,80.74088139831255,0
51612.931337301234,13954.677456959711,80.74444825830642,0
51620.683105925826,13960.277970058018,80.69297320275113,0
51628.405462694405,13965.760553021766,80.65144638730736,0
51636.24074240016,13971.182065292785,80.62047307690331,0
51643.52524971737,13976.078155354864,80.56169121980366,0
51651.44581556039,13981.224936383182,80.50014467365075,0
51659.56143042137,13986.258835135954,80.3982466782233,0
51667.737918296996,13991.04491039712,80.27253962366841,0
51676.07368411448,13995.672916024676,80.15969105139258,0
51683.87108244687,13999.803962481772,80.07591390373139,0
51692.44429033424,14004.197663085331,79.99084466653692,0
51701.10691196322,14008.555969162451,79.92952850467964,0
51709.87851154196,14012.898119780462,79.86848791879811,0
51717.99636965345,14016.91306511384,79.80784679795444,0
51726.860684124236,14021.236826674389,79.73993596897535,0
51735.748932176015,14025.536567370333,79.6572713974297,0
51744.599961790125,14029.839094435392,79.57194434116711,0
51752.77279998717,14033.796732566067,79.45721023009426,0
51761.677936599495,14038.115058805275,79.36453452967397,0
51770.51426065079,14042.413074090968,79.30356476559996,0
51778.635503844154,14046.34496290995,79.24724170443531,0
51787.39931629512,14050.64336742496,79.17609735204815,0
51796.16196961238,14054.911100334653,79.1116308460453,0
51804.900951747324,14059.133145502237,79.01408706158809,0
51813.660226596694,14063.337604182521,78.93679094835666,0
51822.44490032599,14067.553658772009,78.81895332926993,0
51830.5321864627,14071.415634689254,78.72447055209092,0
51839.18391712633,14075.566509517348,78.66544042612128,0
51847.79924426492,14079.789303815256,78.59611581602753,0
51856.3399024922,14083.954747023177,78.51721638318436,0
51864.24029117032,14087.794297622298,78.42168210009413,0
51872.77825207702,14091.867950324564,78.31553116448276,0
51881.19506743706,14095.89642538088,78.18353174044604,0
51889.380877014366,14099.830470539504,78.11423917276782,0
51897.25679874272,14103.510019191213,77.99166613973279,0
51905.07695891927,14107.176457962561,77.8536628291194,0
51912.288840296686,14110.714350027862,77.93257200366601,0
51919.95573942446,14114.397258774548,77.8585558234765,0
51927.44370473295,14118.056271789841,77.8276980084069,0
51934.68651061513,14121.80778190303,77.73982068774413,0
51941.98318007543,14125.591520761505,77.66222767274236,0
51948.612580849694,14129.158159011675,77.59266020140913,0
51955.64757418923,14133.031594520402,77.53843977364932,0
51962.48408165051,14136.698903782248,77.46287425487203,0
51969.57237924678,14140.113816151958,77.40863631190744,0
51976.291114155254,14143.238073602335,77.3994925090606,0
51983.822441445984,14146.92036459511,77.36531639941651,0
51990.834808465625,14149.846811391604,77.22926072575092,0
51997.86318561656,14153.070452776616,77.27161749804523,0
52004.235665071465,14156.130081900219,77.0509905497658,0
52011.125884851994,14159.56705148729,76.92151124295783,0
52018.48570089587,14163.632005047435,77.2802471471797,0
52025.443927909015,14167.427248999893,77.28307167973772,0
52031.81915903172,14170.920760367042,77.28184010771568,0
52038.72143991688,14174.677913073743,77.3088265978372,0
52045.590380289366,14178.4332485571,77.32454513019513,0
52052.438311692415,14182.187620784578,77.307651615115,0
52059.35586391377,14185.933451410061,77.27931346839364,0
52066.25933137332,14189.718181784803,77.26788158487841,0
52073.177871978245,14193.545820077221,77.2666669266204,0
52080.057014845625,14197.40360771942,77.25801300966681,0
52086.43628592623,14201.002209158845,77.25445383767305,0
52093.34533804328,14204.87030219206,77.25115852739077,0
52100.24776935106,14208.682762940105,77.27849263091768,0
52107.154893815255,14212.512761890754,77.29077106691896,0
52113.91198539872,14216.302510282565,77.30145896514144,0
52120.313850865205,14219.778716825218,77.25552093988891,0
52127.12823311818,14223.512193590153,77.23921541923534,0
52133.9549237467,14227.253028836863,77.22942221834164,0
52140.72247669106,14231.01841235451,77.2603507083896,0
52146.840642409625,14234.481229973453,77.26530534768536,0
52153.302656305,14238.267215382391,77.28950241428527,0
52159.60820295891,14241.981280511578,77.29188566358377,0
52165.956956645634,14245.53276622697,77.25269037960408,0
52172.30470028761,14248.841278923235,77.23126331628603,0
52186.445541809844,14255.440906841686,77.21483256846376,0
52192.478608309684,14257.64573712385,77.14357278292152,0
52198.60961551924,14259.183189025798,77.0943770191865,0
52205.01513758866,14259.94587613215,77.04417222168045,0
52211.43115129448,14260.017758036001,77.0513804919427,0
52217.99164093381,14259.346697565394,77.0875916550698,0
52224.496139626,14258.00342361241,77.12892695908528,0
52230.46449684153,14256.246914442127,77.18027943772424,0
52237.32403395298,14253.633190172122,77.27193984779217,0
52243.49936872117,14250.846359305273,77.36653691628197,0
52249.518546547675,14247.777348896016,77.43167589945855,0
52254.896089266374,14244.79103589753,77.45178440446684,0
52260.367543401255,14241.642229426106,77.48099219762739,0
52265.33650147565,14238.662237182973,77.51889894374126,0
52269.681346622325,14236.013295916275,77.53476225006885,0
52273.361688453915,14233.730496431559,77.5557507382886,0
52276.64496198531,14231.682253238218,77.60090239943698,0
52279.767060370454,14229.780381733744,77.69115996884746,0
52282.895996883824,14227.83404693249,77.72708613974041,0
52286.05657683755,14225.851291265893,77.76228934933069,0
52289.17005450533,14224.024727598364,77.81503985033605,0
52292.28465767298,14222.62192824647,77.86739419223477,0
52295.4758835238,14221.939549294482,77.89993649670059,0
52298.43300216694,14222.133797187538,77.92923072361765,0
52301.846843972584,14223.423507921121,77.91389031761892,0
52304.621160883,14225.34660976727,77.92270516985,0
52307.47055578233,14228.24181143527,77.91731575225698,0
52310.23259621074,14231.64879824718,77.91577935188214,0
52312.99142026908,14235.388495146946,77.9451168067944,0
52315.715044653945,14239.285758648875,78.01442469882961,0
